Product_ID,Product_Name,Category,Supplier_ID,Supplier_Name,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Price,Date_Received,Last_Order_Date,Expiration_Date,Warehouse_Location,Sales_Volume,Inventory_Turnover_Rate,Status
71-300-2191,Broccoli,Fruits & Vegetables,98-677-4279,Yamia,79,72,6,$4.00 ,7/11/2024,5/6/2024,5/1/2024,7 Heffernan Drive,67,63,Active
74-430-8245,Peach,Fruits & Vegetables,51-213-5660,Ainyx,73,90,77,$4.00 ,2/26/2024,8/15/2024,3/6/2024,7 Roxbury Circle,75,19,Backordered
68-636-4774,Carrot,Fruits & Vegetables,40-436-0171,Gevee,18,50,77,$1.45 ,11/3/2024,8/30/2024,2/19/2025,7744 Oxford Pass,44,19,Active
38-655-2312,Kale,Fruits & Vegetables,91-127-7174,Dabshots,79,74,87,$4.00 ,8/7/2024,4/9/2024,10/18/2024,17 Reinke Circle,80,26,Backordered
37-606-0510,Milk,Dairy,09-489-6314,Jabbercube,18,64,86,$1.00 ,9/13/2024,6/9/2024,11/9/2024,53 Homewood Alley,73,38,Active
22-329-7791,Watermelon,Fruits & Vegetables,72-013-2438,Eidel,53,41,30,$3.00 ,3/16/2024,1/13/2025,9/19/2024,50687 Porter Park,24,77,Discontinued
56-894-3733,Yogurt,Dairy,57-133-8386,Skinte,85,83,13,$1.75 ,4/5/2024,3/17/2024,2/2/2025,897 Independence Circle,49,75,Backordered
71-954-4501,Anchovies,Seafood,26-135-6134,Quatz,66,49,41,$10.00 ,6/27/2024,10/8/2024,7/26/2024,290 Rusk Avenue,27,37,Discontinued
95-356-1566,Grapes,Fruits & Vegetables,57-204-2098,Rhynyx,13,61,77,$5.50 ,7/22/2024,2/21/2025,1/29/2025,622 Buena Vista Trail,42,18,Backordered
35-621-2546,Swiss Cheese,Dairy,14-190-2260,Skiptube,85,89,41,$8.00 ,4/22/2024,4/7/2024,2/15/2025,3 Fairfield Center,68,93,Discontinued
21-013-3508,Cabbage,Fruits & Vegetables,64-489-8494,Meevee,12,95,49,$1.00 ,6/9/2024,6/13/2024,11/10/2024,84305 Fair Oaks Plaza,25,23,Backordered
33-807-7247,Mozzarella Cheese,Dairy,94-453-3755,Blogspan,58,17,26,$7.00 ,6/23/2024,7/7/2024,1/3/2025,63464 Jana Court,62,89,Backordered
33-507-9886,Pineapple,Fruits & Vegetables,11-445-3951,Quinu,68,25,16,$3.50 ,4/4/2024,8/19/2024,6/27/2024,0584 Lindbergh Alley,25,83,Active
06-503-5891,Egg (Goose),Dairy,19-098-2529,Babblestorm,40,22,74,$2.45 ,3/22/2024,9/23/2024,3/16/2024,49646 Derek Lane,76,70,Backordered
50-942-2409,Peas,Fruits & Vegetables,69-472-4067,Meedoo,75,91,68,$3.00 ,10/31/2024,4/23/2024,12/10/2024,7182 Summit Court,96,73,Backordered
44-305-1866,Butter,Dairy,25-190-3172,Jayo,48,71,86,$3.00 ,4/29/2024,7/2/2024,8/29/2024,51205 Rieder Junction,95,3,Discontinued
49-730-0159,Cream,Dairy,62-766-8232,Riffpedia,82,3,82,$2.40 ,10/3/2024,12/10/2024,8/26/2024,09189 2nd Drive,48,31,Active
70-534-7796,Zucchini,Fruits & Vegetables,62-044-8874,Babblestorm,43,21,31,$2.50 ,2/19/2025,6/25/2024,1/17/2025,76106 Anthes Junction,22,25,Backordered
20-405-4865,Milk,Dairy,16-019-7101,Centimia,13,39,98,$0.90 ,6/2/2024,11/5/2024,9/18/2024,36483 Burning Wood Pass,46,46,Backordered
79-428-8753,Cabbage,Fruits & Vegetables,29-521-7910,Skivee,62,79,95,$1.00 ,5/16/2024,7/6/2024,12/30/2024,9 Holmberg Circle,34,12,Active
46-632-8420,Whipped Cream,Dairy,27-996-8883,Skippad,98,24,4,$4.10 ,3/8/2024,12/21/2024,5/23/2024,9 Meadow Ridge Center,89,80,Active
94-528-8088,Haddock,Seafood,68-885-5553,Zoovu,43,7,63,$9.00 ,9/26/2024,7/24/2024,3/8/2024,21379 Stoughton Junction,66,71,Active
53-151-5726,Grapes,Fruits & Vegetables,93-180-4005,Flipopia,37,45,62,$5.50 ,12/8/2024,1/12/2025,4/20/2024,84239 Meadow Vale Trail,34,23,Backordered
02-085-7218,Cheddar Cheese,Dairy,41-978-3326,Oyonder,85,28,32,$8.90 ,1/17/2025,6/25/2024,1/28/2025,2835 Schlimgen Parkway,57,41,Backordered
36-127-4273,Ricotta Cheese,Dairy,05-719-6858,Skimia,50,46,38,$6.20 ,10/1/2024,7/3/2024,7/31/2024,10342 Division Place,88,70,Active
03-061-1344,Trout,Seafood,85-211-5357,Izio,98,65,76,$12.00 ,9/27/2024,7/19/2024,6/27/2024,96420 Briar Crest Lane,62,47,Active
97-300-7511,Egg (Duck),Dairy,47-687-2255,Katz,37,53,61,$1.00 ,4/3/2024,7/17/2024,3/21/2024,45190 Fordem Court,90,89,Backordered
38-664-2155,Cauliflower,Fruits & Vegetables,10-540-5841,Realpoint,48,27,73,$2.55 ,1/13/2025,4/12/2024,5/30/2024,843 Pepper Wood Hill,52,97,Discontinued
93-015-0811,Pineapple,Fruits & Vegetables,07-055-5188,Gigashots,18,7,58,$3.50 ,11/26/2024,8/5/2024,6/26/2024,1 Pleasure Hill,88,96,Discontinued
02-888-9412,Cauliflower,Fruits & Vegetables,22-307-4653,Photobug,95,66,69,$2.48 ,6/8/2024,3/28/2024,2/4/2025,880 Calypso Road,92,72,Backordered
10-218-2680,Egg (Turkey),Dairy,72-024-1595,Quinu,39,93,57,$2.50 ,6/4/2024,5/28/2024,1/3/2025,6810 Aberg Junction,26,44,Backordered
30-964-2694,Peas,Fruits & Vegetables,42-976-2737,Edgeclub,48,72,55,$3.00 ,9/18/2024,5/12/2024,6/30/2024,39 Dovetail Terrace,51,41,Active
15-144-9413,Strawberries,Fruits & Vegetables,08-912-0895,Meevee,58,15,87,$5.90 ,7/10/2024,6/30/2024,7/29/2024,3 Buhler Place,52,81,Backordered
17-253-5688,Greek Yogurt,Dairy,42-638-2086,Shufflester,39,55,39,$3.00 ,8/15/2024,7/7/2024,6/20/2024,7 Hooker Way,47,59,Backordered
31-608-1445,Papaya,Fruits & Vegetables,75-286-4153,Ntag,84,28,29,$4.40 ,2/9/2025,2/15/2025,12/14/2024,227 Tennyson Plaza,54,32,Discontinued
51-934-9117,Sardines,Seafood,34-389-9922,Linklinks,30,55,4,$6.00 ,8/25/2024,7/28/2024,1/31/2025,05944 Scott Parkway,56,31,Active
47-843-8207,Cauliflower,Fruits & Vegetables,55-838-9088,Cogilith,34,92,26,$2.50 ,9/1/2024,4/10/2024,12/27/2024,01 Northfield Road,28,71,Active
45-194-4094,Plum,Fruits & Vegetables,65-611-4749,Devcast,64,71,69,$3.90 ,10/10/2024,6/14/2024,10/10/2024,2 Scofield Street,60,67,Active
09-712-3630,Grapes,Fruits & Vegetables,17-807-6972,Aibox,87,62,2,$5.50 ,7/9/2024,3/25/2024,9/30/2024,10 Golf Course Hill,22,38,Backordered
56-213-0577,Papaya,Fruits & Vegetables,72-306-8602,Kwinu,24,25,52,$4.50 ,5/25/2024,5/23/2024,9/17/2024,851 Hollow Ridge Center,24,77,Backordered
75-672-4378,Pomegranate,Fruits & Vegetables,20-103-9525,Eare,62,40,86,$6.00 ,7/15/2024,11/16/2024,6/5/2024,4 Esch Point,45,86,Backordered
66-806-6051,Yogurt,Dairy,19-875-5642,Devpulse,63,12,82,$1.70 ,9/23/2024,7/1/2024,5/23/2024,8 Kensington Place,56,31,Backordered
65-527-9488,Grapes,Fruits & Vegetables,23-482-0516,Layo,38,72,39,$5.50 ,7/10/2024,6/24/2024,10/10/2024,23704 Algoma Park,59,8,Active
36-840-2728,Mackerel,Seafood,26-454-7297,Dabfeed,76,21,3,$7.50 ,1/21/2025,8/10/2024,3/14/2024,08545 Lillian Street,31,47,Discontinued
07-389-5740,Egg (Quail),Dairy,72-784-3292,Skimia,34,94,69,$0.80 ,1/3/2025,3/12/2024,7/17/2024,59 Veith Center,96,30,Backordered
13-144-2169,Eggplant,Fruits & Vegetables,11-742-5033,Blogpad,25,62,11,$3.00 ,10/1/2024,12/1/2024,9/7/2024,52 Namekagon Junction,57,98,Backordered
13-798-3397,Egg (Turkey),Dairy,89-992-6472,Twimm,86,16,37,$2.50 ,3/27/2024,5/9/2024,12/20/2024,93321 Kennedy Point,34,66,Active
67-248-6306,Cauliflower,Fruits & Vegetables,86-173-6891,Avamm,77,54,10,$2.50 ,7/27/2024,10/2/2024,12/22/2024,05 Bartelt Street,64,73,Active
47-866-6589,Egg (Duck),Dairy,78-203-1075,Dynazzy,41,61,69,$1.00 ,7/26/2024,2/3/2025,7/27/2024,30880 Barnett Junction,30,100,Discontinued
91-127-7489,Orange,Fruits & Vegetables,86-079-1525,Oyondu,44,8,52,$2.95 ,5/11/2024,12/10/2024,8/4/2024,43211 Anzinger Drive,42,66,Active
80-375-9075,Swiss Cheese,Dairy,86-487-3354,Centidel,96,34,57,$8.00 ,11/23/2024,10/20/2024,6/19/2024,3831 Goodland Road,71,17,Discontinued
80-227-6886,Garlic,Fruits & Vegetables,91-632-7343,Layo,33,4,31,$7.00 ,3/13/2024,1/12/2025,6/14/2024,4374 Corry Terrace,46,92,Active
15-562-3712,Cauliflower,Fruits & Vegetables,53-243-7800,Yakitri,33,89,15,$2.50 ,8/27/2024,6/20/2024,10/28/2024,1 Hudson Hill,90,52,Discontinued
10-137-9759,Watermelon,Fruits & Vegetables,23-688-6256,Trupe,90,17,17,$3.00 ,3/31/2024,9/3/2024,3/10/2024,402 Kings Road,82,84,Backordered
83-117-7658,Asparagus,Fruits & Vegetables,61-424-7670,Yabox,92,3,81,$5.00 ,4/5/2024,2/25/2024,12/19/2024,0282 Emmet Hill,62,20,Backordered
74-642-2435,Cauliflower,Fruits & Vegetables,52-012-3409,Skinix,66,31,18,$2.50 ,4/6/2024,12/28/2024,4/8/2024,6292 Chive Street,85,39,Backordered
10-445-0741,Anchovies,Seafood,82-470-7146,Mybuzz,83,17,39,$10.00 ,6/3/2024,7/11/2024,3/31/2024,31 Loomis Park,33,20,Active
80-658-6456,Mango,Fruits & Vegetables,42-080-6579,Wordtune,84,9,46,$5.00 ,6/8/2024,5/19/2024,12/10/2024,44051 Old Shore Junction,30,68,Backordered
81-354-4203,Haddock,Seafood,15-466-5131,Yabox,76,57,78,$9.00 ,6/18/2024,6/27/2024,4/28/2024,12 Luster Terrace,52,86,Discontinued
08-573-9997,Pomegranate,Fruits & Vegetables,95-734-4024,Meevee,26,1,9,$6.00 ,2/10/2025,4/5/2024,12/2/2024,03 Little Fleur Pass,82,8,Backordered
76-070-1411,Evaporated Milk,Dairy,63-528-0643,Realcube,15,75,78,$1.90 ,2/1/2025,2/12/2025,2/14/2025,87578 Stoughton Parkway,71,21,Discontinued
61-582-7399,Apricot,Fruits & Vegetables,15-062-6342,Topiczoom,73,83,74,$5.00 ,3/29/2024,2/5/2025,7/22/2024,8 Hanover Center,87,10,Discontinued
74-548-9313,Mango,Fruits & Vegetables,69-832-7009,Meevee,99,59,12,$5.00 ,6/24/2024,9/20/2024,2/12/2025,1 Judy Street,52,57,Backordered
20-448-2972,Asparagus,Fruits & Vegetables,26-920-6626,Buzzbean,80,6,92,$5.00 ,1/14/2025,1/20/2025,9/16/2024,49770 Hoffman Court,26,71,Discontinued
63-162-9244,Eggplant,Fruits & Vegetables,58-945-2944,Vimbo,49,89,65,$3.00 ,5/24/2024,8/11/2024,5/17/2024,04 Rockefeller Terrace,37,48,Active
91-417-0366,Grapes,Fruits & Vegetables,28-442-2578,Riffwire,25,74,100,$5.50 ,6/7/2024,12/7/2024,12/4/2024,1 Elmside Parkway,41,59,Discontinued
36-899-5324,Orange,Fruits & Vegetables,02-656-3112,Flashdog,94,58,17,$2.90 ,8/1/2024,7/5/2024,12/19/2024,3 Bashford Court,57,74,Backordered
22-266-9291,Sardines,Seafood,15-550-0171,Vinder,11,17,59,$6.00 ,7/20/2024,3/27/2024,4/8/2024,111 David Hill,69,100,Backordered
82-948-2298,Kiwi,Fruits & Vegetables,53-749-6148,Topdrive,38,91,94,$5.70 ,7/12/2024,2/17/2025,11/21/2024,555 Butternut Hill,53,87,Discontinued
17-395-1121,Plum,Fruits & Vegetables,67-252-3923,Lajo,85,16,74,$3.85 ,11/18/2024,10/8/2024,12/3/2024,8 Oriole Terrace,58,36,Backordered
74-132-5528,Cauliflower,Fruits & Vegetables,41-713-1053,Vinder,63,62,98,$2.50 ,5/30/2024,3/21/2024,1/22/2025,611 Fieldstone Drive,62,45,Backordered
11-053-0107,Cherry,Fruits & Vegetables,07-410-2867,Rooxo,30,25,11,$8.00 ,12/25/2024,7/12/2024,6/28/2024,734 Thackeray Avenue,42,76,Active
99-194-5600,Cauliflower,Fruits & Vegetables,70-064-6828,Tanoodle,57,25,98,$2.50 ,6/14/2024,2/25/2024,5/14/2024,973 Spaight Place,78,37,Active
73-010-8323,Tuna,Seafood,80-622-6587,Tagcat,16,34,89,$18.00 ,12/26/2024,2/27/2024,4/29/2024,811 Dapin Center,35,52,Backordered
06-068-6793,Buttermilk,Dairy,94-958-6101,Twitterbeat,39,80,68,$2.50 ,7/20/2024,8/6/2024,8/15/2024,25 Nancy Place,46,54,Discontinued
56-054-8664,Lemon,Fruits & Vegetables,53-247-1844,Centimia,59,82,69,$2.45 ,5/4/2024,3/25/2024,3/3/2024,01 Straubel Hill,30,34,Discontinued
36-330-5036,Salmon,Seafood,52-359-1255,Mycat,79,28,4,$15.00 ,2/1/2025,9/20/2024,5/17/2024,21 Golden Leaf Hill,42,46,Active
65-674-6076,Egg (Quail),Dairy,16-933-3355,Ntags,78,61,6,$0.80 ,5/27/2024,10/6/2024,12/18/2024,9738 Old Shore Trail,49,60,Active
95-449-1286,Egg (Chicken),Dairy,18-260-7354,Realfire,10,17,70,$0.20 ,12/29/2024,12/23/2024,9/8/2024,1 Jackson Pass,100,63,Backordered
08-495-6853,Heavy Cream,Dairy,07-432-0137,Yadel,74,62,6,$4.00 ,12/27/2024,1/13/2025,8/14/2024,7943 Amoth Parkway,65,96,Active
01-050-2246,Grapes,Fruits & Vegetables,80-462-5807,Gabspot,99,68,1,$5.50 ,7/13/2024,2/25/2024,9/8/2024,38 Esch Pass,59,16,Discontinued
07-858-5487,Swiss Cheese,Dairy,92-991-6167,Meeveo,64,14,44,$8.00 ,6/23/2024,5/16/2024,12/29/2024,6 Susan Alley,53,33,Active
20-283-0111,Pear,Fruits & Vegetables,60-394-8955,Cogidoo,58,55,5,$4.45 ,12/31/2024,4/17/2024,1/6/2025,0 Ruskin Way,62,89,Active
12-828-1063,Mozzarella Cheese,Dairy,48-707-5857,Buzzdog,36,82,85,$7.10 ,4/28/2024,3/29/2024,8/5/2024,018 Oxford Crossing,27,67,Discontinued
72-989-2512,Mushrooms,Fruits & Vegetables,03-117-6217,Yakijo,24,21,4,$6.00 ,4/5/2024,6/27/2024,10/28/2024,61 Waubesa Court,85,17,Backordered
53-667-4109,Onion,Fruits & Vegetables,40-800-4739,Voolith,16,75,42,$2.00 ,7/23/2024,3/21/2024,5/24/2024,992 East Point,22,46,Active
93-772-3085,Banana,Fruits & Vegetables,61-807-0746,Edgetag,39,19,18,$13.99 ,3/30/2024,7/18/2024,1/20/2025,07359 Porter Park,58,90,Active
92-652-3737,Zucchini,Fruits & Vegetables,42-361-6981,Quimm,89,56,74,$2.50 ,11/10/2024,7/30/2024,10/1/2024,66330 Northridge Street,27,51,Backordered
74-404-0582,Cherry,Fruits & Vegetables,31-628-6696,Jabbersphere,57,82,59,$8.00 ,9/10/2024,11/20/2024,6/11/2024,07 Maple Wood Drive,44,57,Active
58-229-1358,Cream,Dairy,66-883-2383,Bubblebox,21,24,2,$2.35 ,4/5/2024,9/11/2024,9/28/2024,1 Lillian Plaza,87,36,Backordered
80-025-6757,Grapes,Fruits & Vegetables,49-608-3851,Thoughtmix,59,29,100,$5.50 ,4/4/2024,11/29/2024,1/1/2025,183 Algoma Trail,74,16,Discontinued
48-770-6319,Egg (Duck),Dairy,64-452-2395,Fivebridge,52,31,18,$1.00 ,4/28/2024,11/21/2024,2/2/2025,34 Fremont Point,77,16,Backordered
74-818-3306,Spinach,Fruits & Vegetables,75-536-2986,Eabox,45,70,98,$2.45 ,8/10/2024,7/27/2024,5/9/2024,62 Thackeray Center,25,39,Backordered
15-082-9124,Apricot,Fruits & Vegetables,02-997-1489,LiveZ,89,35,19,$5.00 ,1/31/2025,10/8/2024,5/7/2024,38 Dawn Street,49,55,Discontinued
66-854-5736,Kiwi,Fruits & Vegetables,98-591-1051,Vitz,63,57,11,$5.80 ,1/11/2025,12/23/2024,5/10/2024,50880 Nobel Road,20,100,Discontinued
70-206-4860,Egg (Quail),Dairy,82-527-9395,Meejo,93,68,71,$0.80 ,2/9/2025,3/11/2024,9/17/2024,75 High Crossing Junction,30,37,Discontinued
25-353-2067,Papaya,Fruits & Vegetables,01-210-3485,Brightbean,81,16,69,$4.30 ,1/6/2025,8/4/2024,7/25/2024,59449 Sherman Parkway,23,96,Backordered
93-218-8108,Heavy Cream,Dairy,05-966-6460,Talane,74,60,27,$4.00 ,6/17/2024,5/22/2024,11/17/2024,9848 Little Fleur Point,99,68,Backordered
08-226-5155,Bell Pepper,Fruits & Vegetables,64-584-7898,Zava,49,93,15,$4.50 ,4/27/2024,5/1/2024,4/27/2024,81503 Graedel Plaza,52,31,Backordered
47-581-0363,Parmesan Cheese,Dairy,08-359-2568,Tagpad,99,10,88,$12.00 ,7/14/2024,12/5/2024,1/20/2025,8 Dawn Court,69,98,Active
04-104-6993,Buttermilk,Dairy,06-776-1072,Trilia,60,1,42,$2.45 ,11/16/2024,8/27/2024,10/15/2024,55095 Northview Drive,42,91,Active
45-380-4627,Cabbage,Fruits & Vegetables,20-201-5639,Zoombox,90,1,40,$0.90 ,10/20/2024,1/11/2025,2/16/2025,0 Thackeray Point,52,19,Discontinued
41-240-8856,Haddock,Seafood,28-162-7486,Snaptags,79,53,12,$9.00 ,8/18/2024,5/29/2024,1/10/2025,8 Autumn Leaf Drive,45,95,Discontinued
81-573-0943,Egg (Chicken),Dairy,07-754-2313,Topiclounge,22,58,2,$0.20 ,2/7/2025,6/28/2024,11/14/2024,20 Marcy Circle,33,68,Active
41-526-4036,Whipped Cream,Dairy,45-923-7206,Flashset,55,25,87,$4.00 ,5/13/2024,3/2/2024,1/29/2025,38726 Gina Pass,69,48,Backordered
98-499-2220,Parmesan Cheese,Dairy,69-666-2257,Skidoo,37,3,45,$12.00 ,10/25/2024,4/22/2024,11/21/2024,27 School Court,39,28,Discontinued
50-930-4751,Salmon,Seafood,40-260-8547,Abata,88,40,29,$15.00 ,2/24/2025,6/24/2024,2/25/2024,80380 Valley Edge Road,96,87,Discontinued
88-304-2855,Pineapple,Fruits & Vegetables,59-570-2020,Brainverse,20,51,33,$3.50 ,4/3/2024,1/24/2025,2/12/2025,0 Delladonna Place,80,41,Active
40-902-1995,Asparagus,Fruits & Vegetables,86-879-7811,Zoomzone,46,88,20,$4.80 ,10/8/2024,12/8/2024,4/1/2024,1519 Delaware Court,59,79,Backordered
03-441-4252,Yogurt,Dairy,11-430-6041,Wordpedia,12,83,93,$1.75 ,10/27/2024,6/28/2024,7/24/2024,6 Bobwhite Alley,22,9,Backordered
97-093-4278,Buttermilk,Dairy,38-200-4863,Twitterlist,69,98,89,$2.55 ,10/29/2024,4/9/2024,6/1/2024,467 Dexter Pass,29,34,Discontinued
01-820-5784,Egg (Duck),Dairy,80-567-5598,Skipfire,63,38,77,$1.00 ,12/23/2024,2/12/2025,4/26/2024,6982 Crownhardt Circle,23,18,Active
31-803-5001,Asparagus,Fruits & Vegetables,14-414-1945,Voonder,78,16,37,$4.70 ,10/12/2024,12/4/2024,6/1/2024,64 1st Plaza,25,96,Backordered
86-672-4191,Egg (Goose),Dairy,79-219-8469,Einti,88,22,61,$2.50 ,1/4/2025,9/29/2024,2/8/2025,18 Troy Avenue,54,100,Discontinued
50-329-3145,Milk,Dairy,88-418-3855,Jatri,12,54,48,$1.00 ,11/6/2024,12/20/2024,4/21/2024,591 Maple Wood Drive,31,88,Backordered
02-559-8196,Mango,Fruits & Vegetables,44-495-6660,Jaxnation,61,14,49,$5.20 ,6/10/2024,12/12/2024,7/25/2024,545 Linden Alley,74,35,Discontinued
27-474-0056,Spinach,Fruits & Vegetables,56-969-3705,Feedfish,23,6,40,$2.50 ,3/20/2024,12/19/2024,6/19/2024,538 Bayside Parkway,95,24,Backordered
66-378-7532,Blueberries,Fruits & Vegetables,15-365-5585,Flipbug,87,51,67,$10.00 ,1/7/2025,6/5/2024,5/6/2024,88678 Bayside Park,55,100,Backordered
19-854-3663,Watermelon,Fruits & Vegetables,72-509-7548,Dabjam,13,88,11,$3.00 ,11/19/2024,5/5/2024,12/14/2024,4 Dakota Avenue,100,52,Backordered
42-175-1648,Pomegranate,Fruits & Vegetables,67-272-8844,Browsetype,81,87,15,$6.00 ,1/8/2025,1/25/2025,9/9/2024,72778 Loftsgordon Center,94,10,Backordered
05-720-8792,Carrot,Fruits & Vegetables,33-265-4588,Linkbridge,80,91,36,$1.50 ,3/24/2024,7/8/2024,10/26/2024,2 Northview Avenue,81,74,Active
53-930-2215,Egg (Goose),Dairy,42-210-6541,Gabvine,60,43,32,$2.50 ,7/5/2024,10/4/2024,7/9/2024,292 Utah Street,77,60,Active
02-034-6209,Sour Cream,Dairy,34-724-1913,Yodel,22,43,3,$4.10 ,2/1/2025,7/26/2024,10/8/2024,96 Brown Drive,45,87,Backordered
19-021-5024,Broccoli,Fruits & Vegetables,75-369-5047,Rhyzio,47,63,86,$4.00 ,5/19/2024,2/13/2025,5/7/2024,4 Heffernan Lane,76,29,Active
70-542-4269,Gouda Cheese,Dairy,27-772-7906,Gigazoom,41,22,11,$7.00 ,6/19/2024,4/23/2024,4/17/2024,7 Victoria Hill,86,30,Active
52-797-6961,Tilapia,Seafood,75-793-8978,Plajo,46,80,88,$7.00 ,9/19/2024,6/7/2024,6/17/2024,13799 Quincy Park,62,22,Discontinued
67-130-4114,Bell Pepper,Fruits & Vegetables,53-718-1768,Devcast,84,26,37,$4.50 ,4/15/2024,2/27/2024,1/24/2025,9327 Hanover Way,46,67,Backordered
32-270-1385,Greek Yogurt,Fruits & Vegetables,81-072-8266,Quaxo,28,38,23,$42.58 ,10/28/2024,12/15/2024,8/8/2024,0500 Calypso Pass,48,56,Backordered
00-842-9790,Egg (Goose),Dairy,37-079-2530,Oba,65,94,4,$2.50 ,7/31/2024,1/30/2025,12/28/2024,53894 Myrtle Place,66,36,Backordered
49-377-9731,Lime,Fruits & Vegetables,56-823-5908,Livefish,18,8,68,$2.00 ,6/2/2024,10/3/2024,4/19/2024,3 Meadow Valley Court,54,45,Backordered
96-682-8546,Egg (Chicken),Dairy,03-882-3517,Kaymbo,70,29,24,$0.20 ,3/31/2024,10/26/2024,9/17/2024,97 Walton Avenue,62,55,Backordered
43-193-9915,Mozzarella Cheese,Dairy,23-931-2988,Roodel,55,58,6,$7.20 ,1/17/2025,7/12/2024,9/23/2024,61 Transport Parkway,48,17,Discontinued
45-852-2446,Salmon,Seafood,37-567-5710,Fanoodle,73,12,28,$15.00 ,9/15/2024,6/8/2024,11/29/2024,56 Petterle Circle,89,92,Active
07-679-1199,Onion,Fruits & Vegetables,75-406-6250,Wikizz,20,65,61,$2.00 ,7/4/2024,7/10/2024,10/15/2024,1991 Kropf Way,51,78,Active
96-209-1739,Evaporated Milk,Dairy,82-930-7733,Miboo,70,81,75,$2.00 ,9/8/2024,2/27/2024,2/29/2024,779 Ridgeway Street,24,54,Backordered
36-679-4670,Bell Pepper,Fruits & Vegetables,60-508-7567,Fatz,90,22,20,$4.50 ,6/30/2024,2/22/2025,1/13/2025,5 Warner Court,81,88,Backordered
08-637-9335,Lettuce,Fruits & Vegetables,99-178-0951,Meemm,100,7,14,$2.00 ,12/16/2024,3/6/2024,7/25/2024,9 Cardinal Alley,26,33,Backordered
25-911-7736,Orange,Fruits & Vegetables,40-180-0752,Oba,75,48,25,$3.00 ,12/11/2024,8/17/2024,8/29/2024,72090 Northfield Place,96,65,Backordered
45-634-0679,Haddock,Seafood,29-542-9338,Rhybox,98,100,34,$9.00 ,10/13/2024,2/28/2024,8/27/2024,9 Anhalt Trail,53,20,Active
93-014-4256,Green Beans,Fruits & Vegetables,37-599-8579,BlogXS,19,92,41,$2.00 ,1/5/2025,1/11/2025,10/13/2024,6 Bay Road,51,79,Active
24-989-3302,Coconut,Fruits & Vegetables,89-159-0852,Eazzy,85,90,16,$5.00 ,5/25/2024,6/3/2024,7/30/2024,736 Redwing Parkway,61,80,Backordered
46-415-8633,Apple,Fruits & Vegetables,32-497-0478,Omba,71,36,45,$3.50 ,1/29/2025,11/17/2024,1/2/2025,5 Eggendart Parkway,87,2,Backordered
66-312-5511,Anchovies,Seafood,99-553-6838,Skipfire,44,97,76,$10.00 ,5/27/2024,4/10/2024,12/15/2024,959 Dorton Pass,80,33,Discontinued
31-255-9616,Tuna,Seafood,11-031-9939,Centimia,88,71,9,$18.00 ,3/14/2024,12/28/2024,3/16/2024,9440 Coleman Drive,28,14,Backordered
64-119-7804,Bell Pepper,Fruits & Vegetables,53-497-9614,Jaxbean,98,43,9,$4.50 ,6/25/2024,3/6/2024,12/29/2024,06584 Mendota Avenue,86,62,Backordered
74-181-4135,Egg (Chicken),Dairy,00-487-2428,Meembee,22,19,4,$0.20 ,4/18/2024,3/17/2024,9/17/2024,79878 Katie Trail,88,24,Discontinued
34-369-7712,Apricot,Fruits & Vegetables,95-241-9348,Fivebridge,55,96,40,$5.00 ,5/16/2024,5/11/2024,6/6/2024,0 Lerdahl Parkway,23,47,Discontinued
31-157-1822,Ricotta Cheese,Dairy,53-998-1422,Kwideo,96,80,20,$6.10 ,12/19/2024,7/30/2024,1/28/2025,803 Cottonwood Crossing,94,49,Discontinued
27-459-0724,Feta Cheese,Dairy,45-331-8563,Quaxo,91,7,64,$7.00 ,11/9/2024,8/12/2024,2/24/2025,4 Duke Way,32,65,Discontinued
32-676-1026,Salmon,Seafood,98-155-9583,Buzzshare,52,46,12,$15.00 ,12/18/2024,6/4/2024,4/16/2024,9433 Jenna Lane,43,34,Backordered
77-959-1018,Lettuce,Fruits & Vegetables,00-912-3545,Gigabox,22,22,65,$2.00 ,1/15/2025,4/30/2024,6/12/2024,03 Ryan Circle,62,78,Backordered
